"user_id","school","startdate","enddate","degree_raw","field_raw"
257904657,"Deakin College","2017-01-01","2018-01-01","Foundation degree",
581410667,"Dartmouth College","2020-01-01","2024-01-31","Bachelor's degree","Government Modified with Philosophy"
27908795,"West Virginia University","2014-01-01","2016-01-01","High School","Psychology"
1052083776,"Tecnológico de Monterrey",,,"Diplomado en Habilidades Directivas",
90939273,"Stony Brook University","1986-01-01","1990-01-01","Bachelor’s Degree","Theater, history"
58436527,"Universidad Tecmilenio","2014-01-01","2017-01-01","Bachillerato",
126715086,"Rose State College","2010-01-01","2012-01-31",,
706344255,"University of Minnesota Duluth","2015-01-01","2020-01-31","Bachelor's degree","Finance, General"
64505073,"Drew University","2010-01-01","2014-01-31","Bachelor of Arts (B.A.)","Political Science"
164657792,"Loyola University Maryland","2004-01-01","2006-01-31","Master of Education - MEd","Curriculum and Instruction"
671969253,"Jawaharlal Nehru Technological University","2004-01-01","2007-01-01","Bachelor's degree","Computer Science"
311296040,"US Army","2002-01-01","2006-01-01","Specialist","11bravo"
604184336,"Infant jesus english medium school","1994-01-01","2006-01-31","Shree institute of technical education","Computer and Information Sciences and Support Services"
219467749,"Shafter High School",,,"High School Diploma",
461138922,"Baradene College","2006-01-01","2012-01-01",,
104523669,"Northern Arizona University","2012-01-01","2016-01-31","Bachelor’s Degree","Psychology"
596843513,"Universidade Estacio de Sá",,,,
34992477,"University of Cebu","2010-01-01","2014-01-01","Computer Science","Computer and Information Sciences and Support Services"
192222392,"Bellevue College","2018-01-01","2021-01-31","Associate of Arts and Sciences - AAS","Pre-Pharmacy Studies"
256939147,"University of Alberta","2003-01-01","2006-01-01","Master of Science","Chemistry"
614687810,"Rensselaer Polytechnic Institute","2018-01-01","2022-01-01","Bachelor of Science - BS","Computer Hardware Engineering / Computer Science Dual"
182483879,"University of Washington Tacoma","2018-01-01","2022-01-31","Bachelor's degree","Computer Science"
1018837098,"National Polytechnic College","2022-01-01","2024-01-31",,
4217969,"Oberstufenzentrum Maschinen- und Fertigungstechnik Berlin-Reinickendorf","2009-01-01","2010-01-01","Fachhochschulriefe","Maschinenbau und Fertigungtechnik"
127346655,"Dav Public School",,,,
458609708,"The Catholic University of America","2006-01-01","2011-01-01","Ph.D.","Clinical Psychology"
167165612,"RMIT University",,,"Master of Architecture (M.Arch.)",
182346353,"University of Florida","2000-01-01","2004-01-31",,
170452190,"Lycée d'excellence","2015-01-01","2017-01-01","MPSI-MP*","Classes préparatoires"
141958341,"Pontifícia Universidade Católica do Rio Grande do Sul","1994-01-01","2000-01-01","Engenheiro de Controle e Automação","Mechanic, Control and Automation"
38013763,"FH Joanneum","2014-01-01","2018-01-01","Master's Degree","Advanced Electronics Engineering(Micro & Nanoelectronics)"
638469173,"Ivy Tech Community College",,,,
78932615,"Messiah College",,,"Registered Nursing/Registered Nurse",
256939147,"Peking University","1999-01-01","2003-01-01","Bachelor of Science","Chemistry"
364102613,"Missouri State University","2014-01-01","2016-01-31","Bachelor of Science in Nursing","BSN"
359113269,"Kwantlen University College","2005-01-01","2011-01-01","Bachelor of Design","Fashion & Technology"
21715078,"Derby College","2003-01-01","2005-01-01","HNC","Business"
481498531,"VTI Kontich","2007-01-01","2011-01-01","Elektromechanica","Geslaagd (A-attest)"
227943576,"South College",,,"Associate of Science - AS","Surgical Technology/Technologist"
522717716,"Texas Tech University","2013-01-01","2016-01-31","Doctor of Philosophy (PhD)","Curriculum and Instruction"
186181507,"Chaitanya Bharathi Institute Of Technology","2017-01-01","2021-01-31","Bachelor of Technology - BTech","Mechanical Engineering"
141958341,"Produttare Consultores Associados","2002-01-01","2003-01-01","Specialization","Production Engineering"
182582828,"Unigran EAD","2020-01-01","2021-01-31","Bacharelado","TECNOLOGIA EM COMÉRCIO EXTERIOR"
228679207,"Universidade Federal do Rio Grande do Sul","2022-01-01","2025-01-31","Doutorado","Geografia e Climatologia"
506793936,"Northland CAPS",,,"Business Accelerator",
421358346,"Codaisseur","2020-01-01","2020-01-01","Full stack web developer",
1061245477,"Universitas ARS Internasional","2019-01-01","2022-01-31","S1","Teknologi Informasi"
620126194,"Mercer University","2013-01-01","2017-01-31","Bachelor's degree","Spanish Language & Christianity"
286440478,"Anna University","2006-01-01","2010-01-01","Bachelor of Technology - BTech","Information Technology"
328924359,"Ostfalia - University of Applied Sciences","2018-01-01","2022-01-01","Bachelor","Sportmanagement"
180994994,"D. Y. Patil Pratishthans D.Y. Patil College of Engineering ,Pune","2004-01-01","2008-01-01","Bachelor of Engineering - BE","Information Technology"
848525856,"Technical academy","2021-01-01","2021-01-01","Attestation De CASES R489","Gestion logistique, des matériaux et de la chaîne d'approvisionnement"
499068590,"Fresno Pacific University","2011-01-01","2013-01-01","Teacher Librarian Credential","Education"
637781815,"Avans University of Applied Sciences","2007-01-01","2010-01-01","Bachelor","Business Administration"
463142482,"Arts et Métiers ParisTech - École Nationale Supérieure d'Arts et Métiers",,,,
122140362,"Southern New Hampshire University","2015-01-01","2020-01-01","Bachelor of Applied Science (B.A.Sc.)","Project Management"
464170304,"Ridgewood High School","2007-01-01","2011-01-01",,
109076516,"Universidade Anhembi Morumbi","2018-01-01","2021-01-31","Graduação","Administração de Empresas"
413025718,"Indiana University Bloomington",,,"Bachelor's","Public Health"
170205057,"Cherry Hill West",,,,
652621776,"University of Brescia","1997-01-01","2003-01-01","Master of Science (M.S.)","Mechanical Engineering"
2003978550,"Catholic Memorial School","2015-01-01","2019-01-01",,
177382876,"VIT University (Chennai Campus)","2013-01-01","2017-01-01","Master of Science - MS","Information Technology"
270426751,"University of Arkansas - Fort Smith","2004-01-01","2006-01-31","Associate of Arts and Sciences - AAS",
910374133,"University of Victoria","2013-01-01","2015-01-01","Bachelor of Arts - BA","Economics"
32459999,"High Point Regional High School","2011-01-01","2015-01-31","High School Diploma","Regular/General High School/Secondary Diploma Program"
284271695,"Universitas Jember","2019-01-01","2023-01-01","Associate's degree","Sastra Inggris"
626057491,"Promise Academy","2012-01-01","2016-01-31",,
466965403,"Institut Pertanian Bogor (IPB)","2013-01-01","2018-01-01","Master of Science (M.Sc.)","Statistics"
825033773,"Shoreline Community College","2017-01-01","2018-01-31","Certificate","Logistics, Materials, and Supply Chain Management"
368136314,"Pacific Lutheran University","2019-01-01","2022-01-31","Bachelor's degree","Social Work"
998597356,"Universidad La Salle México","2021-01-01","2024-01-31","Bachelor's degree","Industrial Engineering"
679695185,"Faculté de Médecine Lyon-Sud (Medical School)","1989-01-01","1996-01-01",,
833266064,"CNED","2016-01-01","2016-01-01","CAP petite enfance",
593126379,"24ORE Business School","2020-01-01","2020-01-01","Master in Project Management and Agile Methodology","Project Management"
352904067,"The University of Texas at Austin","2023-01-01","2024-01-01","Postgraduate Degree","Artificial intelligence and Machine learning"
709069998,"King's College London","2021-01-01","2024-01-01","Bachelor of Science - BS","Business Management"
379876339,"École Secondaire Catholique Thériault","2011-01-01","2016-01-01","Ontario Secondary School Diploma",
288310340,"The University of Salford",,,"Postgraduate Professional Diploma in Human Resources Management","H"
508250718,"Università degli Studi di Firenze","2015-01-01","2017-01-01","Laurea Magistrale LM in Scienze dell'Economia e della Gestione Aziendale","Statistica, Scienze Attuariali e Finanziarie (LM-81)"
662540169,"The George Washington University","2010-01-01","2011-01-31","Masters of Education","Elementary Education and Teaching"
473217552,"University of Tours","2013-01-01","2015-01-01","Master's degree","Pathophysiology"
807884033,"Stanford University","2013-01-01","2018-01-31","Doctor of Philosophy - PhD","Mechanical Engineering"
43232509,"Karnataka (Govt.) Polytechnic, Mangalore",,,,
67347412,"Chamberlain College of Nursing","2011-01-01","2012-01-31","Bachelor of Nursing","Registered Nursing/Registered Nurse"
598391440,"Cornell University","1965-01-01","1976-01-31","B.A., M.F.A in creative writing, and PhD","English and American Literature and Creative Writing"
190326798,"Saint Brother André Catholic High School",,,"Ontario Secondary School Diploma",
137289655,"senai Sorocaba",,,"caldeiraria",
821528188,"Gujarat University","2010-01-01","2013-01-01","Graduate","Commerce"
430148865,"Houston Baptist University",,,"Marketing","Marketing/Sales"
144917910,"UNICURITIBA","2016-01-01","2017-01-01","Especialização em Direito do Trabalho e Processo do Trabalho","Direito"
384116679,"Long Island University","2007-01-01","2009-01-01","Masters","Accounting"
58436527,"Universidad Politécnica de San Luis Potosí","2017-01-01",,"Ingeniería industrial",
260138953,"Michigan State University - The Eli Broad Graduate School of Management","2004-01-01","2005-01-01","MBA",
414413033,"Pontificia Università Lateranense","2009-01-01","2011-01-01","Post Graduation Program","Human Resources"
300012500,"Hong Kong Baptist University","2012-01-01","2014-01-01","Master of Human Resources Management","Human Resources"
415402663,"Spring Arbor University","2018-01-01","2022-01-31","Master of Arts - MA","Nursing Science"
353429493,"Universidade Tecnológica Federal do Paraná","2010-01-01","2014-01-01","Tecnologa de Alimentos",
825033773,"Central Washington University","2005-01-01","2007-01-31","Bachelor's degree","Law and Justice"
838043282,"NYU Stern School of Business",,,"Advanced Valuation Certificate",
451219422,"ufra","2016-01-01","2018-01-31","superior incompleto",
50811183,"Universidad de Palermo","2021-01-01","2022-01-01","Licenciatura en Marketing","Negocios"
706096140,"University of Illinois at Chicago","2018-01-01","2019-01-31","MS in Business Analytics","4.0/4.0"
611581156,"EADA Business School","2014-01-01","2015-01-01","Master of Science (M.Sc.)","International Master in Marketing"
341651932,"PMAC (International Federation of Purchasing and Materials Management) Certificate",,,,
507692554,"Université de Montréal","2016-01-01","2017-01-01","Première année du baccalauréat","Science biologiques"
170452190,"École normale supérieure Paris-Saclay","2020-01-01","2021-01-01","Master 2 (M2)","Mathématiques, Vision et Apprentissage"
628026220,"University of Houston","2012-01-01","2016-01-31",,
611581156,"San Diego State University-California State University","2011-01-01","2012-01-01","Exchange Semester","Business Administration"
546698073,"Murray State University","2002-01-01","2006-01-01","BA","Public Relations/Advertising"
649729524,"Herzing University","2018-01-01","2021-01-31","Associate of Applied Science in Business Management","Business, Management, Marketing, and Related Support Services"
667852732,"The University of Akron","1999-01-01","2002-01-31","BS","Finance"
387355944,"Florida Gulf Coast University",,,,
620419675,"Christ University, Delhi NCR",,,"Master of science in Clinical Psychology","Psychology"
176150663,"Illinois State University","2016-01-01","2020-01-31","Bachelor’s degree in Managerial Economics","3.6"
838379518,"American University","2004-01-01","2008-01-31","Bachelor of Business Administration (B.B.A.)","Finance and Information Systems Management"
441372175,"University of Missouri-Columbia","2014-01-01","2018-01-31","Bachelor of Arts - BA","German Studies"
837419540,"Triton-College","2017-01-01","2019-01-31","Associate’s Degree","Nuclear Medical Technology/Technologist"
987726550,"California State University San Marcos","2016-01-01","2021-01-31","Bachelor's degree","Sociology"
17390579,"Irvine Valley College","2015-01-01","2017-01-31","Associate of Arts and Sciences - AAS","Social and behavioral sciences"
238866489,"Universidad de Sevilla",,,"Doctor of Philosophy - PhD","Empresa, gestión, marketing y disciplinas afines"
228679207,"Universidade Federal do Rio Grande do Sul","2019-01-01","2022-01-31","Mestrado","Geografia"
605652863,"Banaras Hindu University","2014-01-01","2016-01-31","Master of Business Administration (Risk & Insurance)","Finance, Risk and Insurance"
637085481,"SAMSUNG CAMPUS (Epitech)","2015-01-01","2017-01-01",,
463560298,"Institut national polytechnique de Grenoble","1986-01-01","1989-01-31","Ingénieur ENSHMG","Hydraulique - ressources en eau et aménagements"
508250718,"Università degli Studi di Torino","2021-01-01","2023-01-01","Corso di Master Universitario di 2° livello-CMU2","Epidemiologia"
270910993,"Houghton College","1994-01-01","1999-01-01","Bachelor of Science (B.S.)","Physical Education and Athletic Training"
361223050,"Bellaire high school","2008-01-01","2012-01-31",,
557628057,"University of Melbourne","2008-01-01","2009-01-31","Bachelor of Science (BSc)","Exchange"
470638337,"Saint John's University",,,,
302726309,"Arkansas State University",,,"Bachelor of Business Administration - BBA",
405752169,"Mount Ida College",,,,
140887247,"The University of Akron","2008-01-01","2013-01-01","Bachelor's degree","Secondary Education; Biology and Earth Science"
508231907,"Saint Mary's University of Minnesota",,,"Master's degree","Education"
2005328566,"Trinity College Kandy","1991-01-01","2004-01-31","G.C.E. Advanced Level","Mathematics"
319380981,"Chadalawada Ramanamma Engineering College","2012-01-01","2014-01-01","MBA","HR & Finanace"
38013763,"Doctor Babasaheb Ambedkar Technological University","2006-01-01","2010-01-01","Bachelor of Technology (B.Tech.)","Electronics and Telecommunication"
189196468,"GROUPE ESPI","2021-01-01","2023-01-01","Master Manager en Aménagement et Promotion Immobilière",
343902949,"Arab Open University - Saudi","2005-01-01","2010-01-01","Bachelor of Business Administration - BBA","Business Administration and Management, General"
620419675,"Amity University","2019-01-01","2022-01-01","BA Applied Psychology(Hons)","Psychology"
231686013,"cedma","2010-01-01","2012-01-01","Economía de la empresa",
632774463,"The University of Texas at Austin",,,"Engineering Executive Education",
388907148,"Batangas State University","2007-01-01","2011-01-01",,
100480437,"Wingate University","2008-01-01","2010-01-01","MS","Business Administration"
136304217,"University of New Mexico School of Engineering","2003-01-01","2010-01-31","Masters","Mechanical Engineering"
52324144,"Università di Roma Tor Vergata","2011-01-01","2013-01-01","Master II livello in tecniche endo-vascolari MET","Radiologia vascolare interventistica"
447185589,"Case Western Reserve University","2008-01-01","2012-01-31","Bachelor of Science (B.S.)","Electrical and Electronics Engineering"
142721457,"The University of Texas at San Antonio","1987-01-01","1992-01-31","Bachelors of Business Admistration","Marketing/Marketing Management, General"
8904119,"Quality Assurance Academy","2020-01-01","2020-01-01","Quality Assurance & GMP Compliance",
21715078,"Derby College","2005-01-01","2006-01-01","HND","Business"
134828932,"presidency college,berhampur","2013-01-01","2015-01-01","PGDM","marketing/ human resource"
652263385,"University of California, Berkeley",,,"English",
178552566,"Georgia Institute of Technology","2010-01-01","2014-01-01","Bachelor of Science (BS)","Biomedical Engineering"
1012242625,"Queens College","2002-01-01","2007-01-31","Psychology",
391605279,"Université de Bretagne Occidentale","2017-01-01","2020-01-01","Licence de droit","Droit"
62967940,"SMA Negeri 82 Jakarta","2009-01-01","2012-01-31",,
250361145,"UCLA","2010-01-01","2011-01-31",,
843948105,"Davison Community College","2006-01-01","2008-01-31","Logistics Supply Chain","Logistics, Materials, and Supply Chain Management"
670085703,"Rockland Community College","1997-01-01","2001-01-31","Liberal Arts and Sciences, General Studies and Humanities",
1007519184,"ISTP/Ecole nationale supérieure des Mines de Saint-Etienne","2012-01-01","2015-01-31","Engineer's degree","Industrial Engineering"
691082473,"Grand Valley State University","1999-01-01","2003-01-01",,
2001165679,"Arizona State University - W. P. Carey School of Business","2006-01-01","2009-01-31","Bachelor of Applied Science - BASc","Business Administration and Management, General"
41448720,"Midlands Technical College","2008-01-01","2010-01-31","Associate of Arts (AA)",
2007316899,"Minnesota State University, Mankato","2017-01-01","2019-01-01","Nursing",
847046490,"University of St. Francis","2012-01-01","2015-01-31","Master of Science (M.S.)","Nurse Practitioner"
17390579,"UNLV William F. Harrah College of Hospitality","2017-01-01","2019-01-31","Hospitality Management","Meetings and Events"
220793442,"Universiteit Gent","2012-01-01","2013-01-01","Master of Science (M.S.)","Sociologie (Sociology)"
56055020,"University of Maryland College Park","2001-01-01","2004-01-01","Bachelor of Kinesiological Science","Kinesiology and Exercise Science"
972115809,"IAE Gustave Eiffel","2015-01-01","2016-01-01","Master 1 Finance","Finance et services de gestion financière"
300093528,"S.C.B. Medical College, Cuttack","2009-01-01","2014-01-01","Bachelor of Medicine, Bachelor of Surgery (MBBS)","Public Health"
260479545,"The Islamia University of Bahawalpur","2012-01-01","2016-01-01","Bachelor of Science","BSc Electrical (Power) Engineering"
975599187,"The University of Bonn","1987-01-01","1989-01-01","Economics",
915415741,"University of Dundee","2018-01-01","2023-01-31","Master of Architecture - MArch","Architecture"
596843513,"Estácio","2018-01-01","2019-01-01","Pós Graduação de Engenharia Ambiental e Sanitária",
676698124,"Mother Seton Regional High School","2008-01-01","2012-01-31",,
1015392527,"N M A M Institute of Technology, NITTE","2014-01-01","2018-01-01","Electronics and communications","9.33/10"
52277342,"ipssar molfetta","2004-01-01","2009-01-01","nessuna","Cucina e arti culinarie correlate, generale"
606783801,"Indian Institute of Technology, Hyderabad","2022-01-01","2024-01-01","Master of Technology - MTech","Medical device innovation"
141958341,"Universidad Mayor","2006-01-01","2006-01-01","Exchange program","Human Relations"
869933231,"American University of Beirut","2017-01-01","2021-01-01","Bachelor of Science - BS","Nutrition and Dietetics"
356542261,"University of Massachusetts Boston","2017-01-01","2018-01-31","Post Grad Cerification ARNP","Family Practice with Specialty in Microbiology/ Infectious Disease"
534105398,"St. Olaf College","1979-01-01","1983-01-31","Bachelor of Arts (B.A.)","Psychology and Religion"
84968422,"Wright State University","2014-01-01","2014-01-31","Master's degree","Computer Science"
82597976,"University of Nevada-Reno","2010-01-01","2012-01-31","Bachelor of Business Administration (B.B.A.)","Management Information Systems"
548040054,"University of California, Irvine","2013-01-01","2015-01-01","Bachelor of Science (BS)","Business Information Management"
1012242625,"Hofstra University","2019-01-01","2023-01-31","Master of Science - MS","Health/Health Care Administration/Management"
4217969,"Technische Hochschule Wildau","2016-01-01","2018-01-01","Master of Engineering - MEng","Maschinenbau"
473217552,"University of Bordeaux","2008-01-01","2010-01-01","First year of Medicine",
279109188,"Université de Pau et des Pays de l'Adour","2011-01-01","2014-01-01","Doctorat","Mathématiques et informatique"
50811183,"TECH Universidad Tecnológica","2023-01-01","2024-01-01","Master of Business Administration - MBA",
695233500,"Université Savoie Mont Blanc","2021-01-01","2022-01-01","Licence Responsable site de production","Gestion / responsable de bâtiment / site de construction"
391605279,"Université de Rennes 1","2021-01-01","2022-01-01","Master 2 (M2)","Droit public, parcours Conseil et contentieux des personnes publiques"
448897978,"University of Wisconsin-Madison - School of Business","2015-01-01","2018-01-01","Bachelor of Business Administration (BBA)","Actuarial Science, Risk Management & Insurance"
794936816,"Shrama Sadhana Bombay Trust's College Of Engineering And Technology, Jalgaon, Maharashtra","2016-01-01","2019-01-01","Bachelor of Engineering - BE","Information Technology"
539710006,"University of California Santa Cruz Extension","1996-01-01","1998-01-31","Certificate Graphic Production","Graphic Design"
154078685,"Savitribai Phule Pune University",,,"Bachelor of Arts - BA","English Language and Literature/Letters"
794936816,"Kochi Centre for Development of Advanced Computing (C-DAC)","2021-01-01","2022-01-01","PGDAC","Information Technology"
519772255,"Haute École de Namur-Liège-Luxembourg Hénallux","2016-01-01","2020-01-31","Baccalauréat","Technologies de l''information"
605652863,"Trinity College Dublin","2021-01-01","2022-01-31","MSc","Finance"
699676845,"San Pedro College of Business Administration - San Pedro, Laguna","2015-01-01","2016-01-01","Bachelor of Science","Psychology"
563103206,"Hamdard University","2016-01-01","2018-01-01","Master of Science in Computer Science","Computer Software Engineering"
848525856,"Permis de conduire","2021-01-01","2021-01-01","Permis B",
215888276,"Eastern Florida State College","2017-01-01",,"Undergraduate",
514835869,"Dalhousie University","1994-01-01","1998-01-01","Doctor of Philosophy (PhD)","Theoretical Chemistry"
623776913,"University of Pennsylvania",,,"B.A.","Political Science"
623209885,"Arizona State University","2022-01-01","2023-01-31","Master of Arts - MA","Global Studies( Cyber Security)"
481498531,"Sint-Jozefinstituut Kontich","2005-01-01","2007-01-01","1ste graad","Moderne"
626071200,"University of West Georgia","2014-01-01","2017-01-01","Bachelor of Science","Psychology"
557628057,"St George's University","2010-01-01","2014-01-31","Medical doctor","Medicine"
19826903,"University of Southern California","2018-01-01","2020-01-31","Applied Data Science",
554516311,"Hult International Business School","2010-01-01","2011-01-01","Master in Business Administration","MBA"
110027106,"Carleton University","2004-01-01","2008-01-01","Bachelor of Arts with Honours","Political Sciences and History"
825033773,"Seattle Culinary Academy","2008-01-01","2010-01-31","Associate of Arts (A.A.)","Culinary Arts/Chef Training"
530167178,"Tulane University School of Medicine","2019-01-01","2020-01-31","Master of Science - MS","Human/Medical Genetics"
1350263,"Camden County College","2005-01-01","2007-01-31","AAS","Ophthalmic Science"
8904119,"Università di Roma Tor Vergata","2020-01-01","2024-01-01","Master's degree",
443171315,"Coleman University","1987-01-01","1990-01-01","Associate’s Degree",
1008198953,"Rowlett High School","2015-01-01","2019-01-01","High School Diploma",
569921303,"HKUST",,,"Bachelor's degree","Mechanical Engineering(Building services)"
660839238,"Middle Tennessee State University","2010-01-01","2013-01-01","Bachelor's degree","Computer Science"
171916399,"Henrietta High School",,,,
2043375583,"High School of Economics & Finance","2021-01-01","2025-01-01","10",
489751915,"Georgetown University McDonough School of Business",,,"MBA","Marketing Finance"
285497625,"CSJM University, Kanpur, INDIA","1997-01-01","2000-01-31","Bachelor of Science (B.Sc.)","Chemistry"
2001979258,"University of St. Thomas (TX)","2014-01-01","2016-01-01","Master Of Business Administration (MBA)","Finance and Economic"
396376641,"University of Central Florida","2007-01-01","2011-01-31","Bachelor of Science (B.S.)","Psychology"
243736551,"Technische Universität München","2016-01-01","2020-01-01","Bachelor of Science - BS","Bauingenieur"
320814633,"Guru Nanak Dev University, Amritsar",,,"Bachelor of Business Administration - BBA","Finance, General"
396283086,"St Philip's College",,,,
155351377,"California State University, Long Beach","1994-01-01","1999-01-31","Bachelor of Science - BS","Marine Biology"
280077680,"Hang Tuah University","1992-01-01","1997-01-01","Sarjana Teknik","Shipbuilding Engineering"
4496806,"University of Oregon","1977-01-01","1981-01-31",,
414413033,"Seconda Università degli Studi di Napoli","2001-01-01","2007-01-01","Master's degree","Law"
74037462,"University of Alberta","2007-01-01","2012-01-01","Bachelor of Arts - BA","History and Political Science"
808794762,"Universidade Anhembi Morumbi","2020-01-01","2023-01-31","Tecnólogo","Seguranca da informação"
647554711,"St. Catherine University",,,"Bachelor of Social Work","BSW"
522991267,"University of Iowa","1988-01-01","1992-01-31","""Bachelor of Science""","Athletic Training/Trainer"
1025585137,"Kabataş Erkek Lisesi","2022-01-01",,"Yok","Yok"
143688061,"University of Illinois Urbana-Champaign","1995-01-01","1997-01-31",,
112744310,"Australian Catholic University","2012-01-01","2014-01-01","Bachelor of Nursing","Registered Nursing/Registered Nurse"
193990653,"NAIT (Northern Alberta Institute of Technology)","1984-01-01","1986-01-01","Dental Laboratory Technology/Technician",
225031294,"Purushottam English School",,,,
515657218,"La Herdrie - France","2015-01-01","2018-01-01","Economics and Social Science Degree, Advanced English","High Honors"
43876414,"Arkansas State University",,,"Bachelor of Science (B.S.)","Multi-/Interdisciplinary Studies, General"
998276314,"Universidad de Deusto","2010-01-01","2010-01-31","Master's degree","Gestion"
362997814,"Community College of the Air Force",,,"Information Systems Technology",
304543805,"Institute of Engineering and Technology, Ahmedabad University","2008-01-01","2012-01-01","Diploma","Mechanical Engineering"
144695256,"Liberty University","2008-01-01","2010-01-31","Associate's degree","Data Analysis"
329064916,"The George Washington University","2012-01-01","2016-01-01","Bachelor's Degree","Finance, International Affairs"
623209885,"Manipal Institute of Technology",,,"Bachelor of Engineering (B.E.)","Computer Science"
2002349641,"Palomar College","2015-01-01","2020-01-31","Associate of Science - AS","Mathematics"
985539436,"ESIGELEC","2008-01-01","2013-01-31","Engineer's degree",
446328177,"Drake University",,,"BA","Journalism & Mass Communication / International Relations"
1011634196,"Escola Sesi",,,"Ensino Médio",
330697810,"The University of Southern Mississippi","2020-01-01","2024-01-01","kinesiotherapy","Physical Therapy/Therapist"
506793936,"North Kansas City High School","2017-01-01","2021-01-31","High School Diploma","Business Management"
356542261,"Western Governors University","2015-01-01","2016-01-31","BSN","Nursing Science"
616068330,"Dr. A.P.J. Abdul Kalam Technical University","2017-01-01","2019-01-31","Master of Business Administration - MBA","Human Resources Management/Personnel Administration, General"
220793442,"Universiteit Gent","2013-01-01","2015-01-01","Master of Science (M.S.), Geslaagd met onderscheiding","Bedrijfseconomie: Management van Overheidsorganisaties"
596843513,"Universidade Unigranrio","2008-01-01","2013-01-01","Engenheiro de Produção",
654395791,"Sint salvatorinstituut gent handel","1972-01-01","1985-01-01","Diploma secundair onderwijs","Handel"
499068590,"California State University, Fresno","1999-01-01","2003-01-01","Bachelor of Arts (B.A.)","English"
20529246,"Российский Государственный Торгово-Экономический Университет (РГТЭУ)","2003-01-01","2008-01-01","Диплом специалиста по инженерной специальности","Бухгалтерский учёт и финансы"
523054584,"SVKM's Narsee Monjee Institute of Management Studies (NMIMS)","2013-01-01","2018-01-01","Bachelor's degree","Information Technology"
2002532537,"San Jancinto College Houston",,,,
225031294,"California State University-Long Beach","2009-01-01","2011-01-31","Master of Science (M.S.)","Electrical and Electronics Engineering"
557628057,"McGill University","2005-01-01","2010-01-31","Bachelor of Science (B.Sc.)","Animal biology"
250424078,"Berufsakademie Mannheim","2000-01-01","2003-01-01","Diploma","Wirtschaftsinformatik"
4217969,"Beuth Hochschule für Technik Berlin (ehemals Technische Fachhochschule Berlin)","2011-01-01","2015-01-01","Bachelor of Engineering - BE","Maschinebau - Erneuerbare Energien"
77478115,"Abingdon School","2007-01-01","2012-01-01",,
977208316,"University of Wisconsin-Madison","2019-01-01","2024-01-31","Doctor of Philosophy - PhD","Counseling Psychology"
138386334,"Università degli Studi di Bergamo","1992-01-01","1999-01-01","laurea in economia e commercio","economia e commercio"
270426751,"University of Missouri-Saint Louis","2007-01-01","2010-01-31","Bachelor's degree","Accounting"
406831008,"Cass Business School","2005-01-01","2006-01-01","MSc","Business Management"
99877246,"University at Buffalo","2002-01-01","2006-01-01","Bachelor's degree","Electrical and Electronics Engineering"
359113269,"Kwantlen Polytechnic University","2006-01-01","2006-01-01","Dip. Fashion Marketing",
384116679,"Long Island University","2003-01-01","2007-01-01","Bachelor's","Accounting"
342737144,"Lakeland College Matoon IL.",,,"Construction Occioatins","Architecture"
660484344,"Georgian College","1987-01-01","1989-01-31","Marketing/Marketing Management, General",
563103206,"Hamdard University","2010-01-01","2014-01-01","Bachelors of Science in Computer Science","Computer Software Engineering"
141958341,"CENEX - PDLI","2010-01-01","2010-01-01","Innovative leadership",
564131023,"The Hague University of Applied Sciences","2009-01-01","2013-01-01","LL.B.","International and European Law"
10787733,"Columbia University in the City of New York","1985-01-01","1987-01-01","Master of Arts (M.A.)","music"
645754051,"Furman University","1989-01-01","1993-01-31","Bachelor of Science (BS)","Physics"
407614319,"Simi Valley High School","1989-01-01","1993-01-01","High School Diploma",
845309907,"Trinity University-Washington",,,"MSA","HR"
2001560837,"Rajamahendri Institute of Engineering & Technology, Bhoopalapatnam, Near Pidimgoyyi, Rajahmundry-533103(CC-MD))","2017-01-01","2020-01-31","Bachelor of Technology - BTech","Mechanical Engineering"
481498531,"Sint-Norbertusintituut Antwerpen","2013-01-01","2014-01-01","7de jaar integrale veiligheid","Geslaagd"
463767864,"The Boyd Initiative",,,"Advertising and Media",
4217969,"Technisch-gewerbliche Ausbildung Osram GmbH","2006-01-01","2009-01-01","Mechatroniker",
2001796444,"Clackamas Academy of Industrial Sciences","2010-01-01","2014-01-01","High School Diploma","general education"
807884033,"Cornell University","2007-01-01","2011-01-31","Bachelor of Science (B.S.)","Mechanical and Aerospace Engineering"
848525856,"Technical academy","2021-01-01","2021-01-01","Attestation Agent Magasinier",
396689184,"Rappahannock Community College","2019-01-01","2022-01-31","12th",
100480437,"North Carolina State University","2002-01-01","2006-01-01","BS","Chemical Engineering"
433003285,"University of Oklahoma",,,"Bachelor's degree",
605652863,"University of Lucknow","2011-01-01","2014-01-31","Bachelor of Commerce - BCom (Honours)","Business/Commerce, General"
378916213,"Georgia State University","2013-01-01","2018-01-31","Bachelor of Business Administration (B.B.A.)","Finance, General"
144695256,"Liberty University","2005-01-01","2010-01-31","Bachelor of Science - BS","Industrial and Systems Engineering"
94293962,"Neumann University",,,"Master of Education - MEd",
375560449,"Oklahoma State University","2016-01-01","2020-01-31","Bachelor of Science - BS","Mechanical Engineering"
651794319,"Corpus Christi High School Cardiff","1985-01-01","1990-01-31",,
706334179,"Rutgers University–New Brunswick","1979-01-01","1982-01-31","B.A.","Rutgers College, Political Science and Italian"
